X,Y,OBJECTID,Number,Legal_Name,Business_Name,Capacity_Per_PEU,Address,Address_2,City,County,Zip_Code,Phone_Number,Latitude,Longitude,CountyName
-118.312202988,34.085835064,49,1801220165,ADL BEST CARE LLC                  ,ADL BEST CARE LLC3                 ,5,5433 MONROE ST,,HOLLYWOOD           ,Los Angeles,90038,8182884594,34.085835063898,-118.31220298838,Los Angeles County
-117.336350054,34.460343134,50,1033864525,AGING GRACE SENIOR LIVING FACILITY LLC,AGING GRACE SENIOR LIVING FACILITY LLC,6,11539 HAWTHORNE AVE,,HESPERIA,San Bernardino,92345,4423163650,34.460343133873,-117.336350054171,San Bernardino County
-122.007738921,37.9803831350001,51,1942693049,AGAPE ASSISTED LIVING INC          ,AGAPE ASSISTED LIVING INC          ,6,1841 ANDREA LN,,CONCORD             ,Contra Costa,94519,9257882530,37.980383135369,-122.007738920864,Contra Costa County
-117.79477897,33.7671593220001,52,1225509896,AGAPE SENIOR HOMES LLC             ,AGAPE SENIOR HOMES LLC             ,6,11442 NEWPORT AVE,,SANTA ANA           ,Orange,92705,7143932308,33.767159322168,-117.794778969975,Orange County
-118.484686296,34.2735022140001,53,1013509546,ALALIK CARE INC,ALALIK CARE HOME,6,11152 WOODLEY AVE,,GRANADA HILLS,Los Angeles,91344,818-818-1808,34.273502214008,-118.484686295728,Los Angeles County
-118.542403662,34.199316126,54,1447958673,ALL COMFORT BOARD AND CARE INC,ALL COMFORT BOARD AND CARE,6,18757 GAULT STREET,,RESEDA,LOS ANGELES,91335,323-823-9000,34.199316126387,-118.542403661899,Los Angeles County
-117.503371796,34.1041358860001,55,1699302240,EBRAHEEM HAMED,AL HAYBA HOME,6,13849 COBBLESTONE CT,,FONTANA,SAN BERNARDINO,92335,786-564-3771,34.104135885883,-117.503371796339,San Bernardino County
-118.124321037,34.0923548280001,56,1811681133,ALHAMBRA SENIOR VILLA LLC,SAVANT OF ALHAMBRA,176,1 E COMMONWEALTH AVE,,ALHAMBRA,LOS ANGELES,91801,626-289-3871,34.092354827604,-118.12432103703,Los Angeles County
-117.930940472,34.095032594,57,1083338172,D & P HOMECARE LLC,ALL FOR MOMS HOMECARE,6,16136 E CLOVERMEAD ST,,COVINA,Los Angeles,91722,626-456-1066,34.095032594211,-117.930940472489,Los Angeles County
-117.695404132,33.609551966,58,1811680648,K PRIME HOME LLC,AK AND DAVID SENIOR CARE,6,24302 BARK ST,,LAKE FOREST,ORANGE,92630,949-462-0250,33.609551966009,-117.695404131755,Orange County
-117.781798503,34.1206161740001,59,1447989009,ALL IN CAREHOME LLC,ALL IN CAREHOME,6,1158 BEAVER WAY,,LA VERNE,Los Angeles,91750,626-698-9615,34.120616174359,-117.78179850326,Los Angeles County
-118.106938395,33.854571257,60,1316649742,ALL WE NEED IS LOVE LLC,ALL WE NEED IS LOVE RESIDENTIAL CARE,6,5340 KIRTLAND AVE,,LAKEWOOD,LOS ANGELES,90713,562-925-4611,33.854571256719,-118.106938394768,Los Angeles County
-118.104920703,33.8608033690001,61,1194392555,ALLEN'S PALM COVE RESIDENCE CARE INC,ALLEN'S PALM COVE CERRITOS,6,18714 KINGS ROW AVE,,CERRITOS,Los Angeles,90703,7143109495,33.860803369368,-118.104920703035,Los Angeles County
-118.589663598,34.199178454,62,1316663651,ORNA DR INC,ALLEVIATE CARE,6,20930 GAULT ST,,CANOGA PARK,LOS ANGELES,91303-2276,818-378-2772,34.199178453628,-118.58966359803,Los Angeles County
-117.694775573,34.0723065720001,63,1598383739,ALLWISE CARE COMPANION INC,ALLWISE RESIDENTIAL HOME II,6,9995 GENEVA AVE,,MONTCLAIR,SAN BERNARDINO,91763,909-675-7007,34.072306572493,-117.694775572836,San Bernardino County
-117.92913895,33.838885782,64,1194392555,ALLEN'S PALM COVE RESIDENCE CARE INC,ALLEN'S PALM COVE RESIDENCE CARE,6,630 N WEST STREET,,ANAHEIM,Orange,92801,7147783949,33.838885782212,-117.929138950039,Orange County
-117.593721085,33.9447448190001,65,1598383739,ALLWISE CARE COMPANION INC         ,ALLWISE RESIDENTIAL HOME           ,6,14299 POINTER LOOP,,EASTVALE            ,Riverside,92880,9514795293,33.944744818818,-117.593721085039,Riverside County
-121.239727345,38.678268147,66,1295475093,ALMOND HOUSE ASSISTED LIVING LLC,ALMOND HOUSE ASSISTED LIVING,78,6135 ALMOND AVE,,ORANGEVALE,Sacramento,95662,9169887506,38.678268147017,-121.239727344941,Sacramento County
-118.358889603,33.81222387,67,1245929207,"AMALFI LIVING, INC","AMALFI LIVING, INC",6,23518 EVALYN AVE,,TORRANCE,LOS ANGELES,90505,424-250-9123,33.81222387022,-118.358889603223,Los Angeles County
-117.519548367,34.11762329,68,1104592914,ALOHA RESIDENTIAL CARE LLC,ALOHA RESIDENTIAL CARE,6,7476 BUNGALOW WAY,,RANCHO CUCAMONGA,San Bernardino,91739,9516757763,34.117623290102,-117.519548366554,San Bernardino County
-122.085743259,37.717889588,69,1205378981,ALMOND ROAD SENIOR ESTATES,ALMOND ROAD SENIOR ESTATES,6,17635 ALMOND ROAD,,CASTRO VALLEY,ALAMEDA,94546-1205,510-886-0341,37.717889588195,-122.085743258747,Alameda County
-116.950267859,33.9204253550001,70,1306452008,AMAZING GRACE CARE SERVICES,AMAZING GRACE CARE SERVICES,6,43 SITARA STREET,,BEAUMONT,Riverside,92223,3105925338,33.920425355397,-116.950267859246,Riverside County
-118.167066061,34.662858757,71,1649951641,AMARE VILLA CORP,AMARE VILLA,6,2042 KALLIOPE AVE,,LANCASTER,LOS ANGELES,93536-4625,661-878-5085,34.662858757499,-118.167066061016,Los Angeles County
-118.53472961,34.2035685170001,72,1114335254,CANBY RETIREMENT CORP              ,AMBASSADOR GARDEN                  ,156,7324 CANBY AVE,,RESEDA              ,Los Angeles,91335,8187053404,34.203568517325,-118.534729610446,Los Angeles County
-118.282089996,34.048244853,73,1194329474,RAD CARE SERVICES INC,ALVARADO CARE HOME,46,1217 SOUTH ALVARADO ST,,LOS ANGELES,Los Angeles,90006,323-452-9110,34.048244852595,-118.282089996283,Los Angeles County
-117.542292074,33.967700253,74,1447859897,WILLIAMS CARE SERVICES INC         ,AMETRINE HOUSE                     ,4,6622 AMETRINE COURT,,MIRA LOMA           ,Riverside,91752,9096157534,33.967700253226,-117.542292074087,Riverside County
-118.504130299,34.197126187,75,1891416335,AMERIHOME INC,AMERIHOME INC,6,17019 MARLIN PL,,VAN NUYS,Los Angeles,91406,818-938-9046,34.197126186545,-118.504130299438,Los Angeles County
-121.347296248,38.3983577180001,76,1568171783,AN ANGEL GARDEN INC,AN ANGEL GARDEN INC,6,9873 TRAVELER CT,,ELK GROVE,Sacramento,95624,530-886-9529,38.398357717506,-121.347296247886,Sacramento County
-118.415754446,34.2115515260001,77,1538879978,THE RIGHT CHOICE HOME INC,ANA'S RESIDENCE CARE FACILITY,6,7747 VAN NOORD AVE,,NORTH HOLLYWOOD,LOS ANGELES,91605,323-688-3377,34.211551525729,-118.415754446022,Los Angeles County
-121.757626702,37.957580168,78,1184380651,ANGEL WINGS CARE HOME INC,ANGEL WINGS CARE HOME III,6,5420 SAN MARTIN WAY,,ANTIOCH,Contra Costa,94531,9253928915,37.95758016778,-121.757626701965,Contra Costa County
-117.993439966,33.822961256,79,1952813016,"KINCAID SENIOR LIVING, INC         ",ANAHEIM CROWN PLAZA                ,200,641 S BEACH BLVD,,ANAHEIM             ,Orange,92804,7148277007,33.822961255826,-117.993439965879,Orange County
-116.22728437,33.751767591,80,1417675950,ANGELIC HANDS SENIOR SERVICES LLC,ANGELIC HANDS ASSISTED LIVING,6,82397 STRADIVARI RD,,INDIO,Riverside,92203,760-342-0248,33.751767591458,-116.227284370096,Riverside County
-117.324626202,33.2347693730001,81,1639934409,ANGEL'S HOME CARE LLC,ANGEL'S HOME CARE LLC,6,427 CABO COURT,,OCEANSIDE,SAN DIEGO,92058,704-488-9659,33.234769372844,-117.324626202381,San Diego County
-117.9545476,33.782621964,82,1639870272,"GRANNY'S HOMES, INC",ANGELS CARE GUEST HOME,6,10212 MALINDA LN,,GARDEN GROVE,ORANGE,92840,714-244-5885,33.78262196378,-117.954547599868,Orange County
-118.008352713,33.8172994060001,83,1114705787,"ANAHEIM VILLA, INC.",ANAHEIM VILLA,210,3411 WEST BALL ROAD,,ANAHEIM,ORANGE,92804,714-821-9660,33.817299405959,-118.008352712732,Orange County
-122.266482572,38.00473709,84,1619545472,ANGELS TOUCH CARE HOME LLC,ANGELS TOUCH CARE HOME LLC,6,1653 SWALLOW WAY,,HERCULES,Contra Costa,94547,5107252020,38.004737090322,-122.266482572195,Contra Costa County
-117.101990449,33.511632268,85,1508549262,ANGELICA'S HOME INC,ANGELICA'S HOME INC,6,31916 CORTE POSITAS,,TEMECULA,RIVERSIDE,92592,951-240-7280,33.51163226809,-117.101990448824,Riverside County
-118.53607499,34.264831051,86,1710658133,YANA D. DIAZ,ANGELS OF THE VALLEY BOARD & CARE,6,10700 RESEDA BLVD,,NORTHRIDGE,LOS ANGELES,91326,818-831-0058,34.264831051354,-118.536074989725,Los Angeles County
-117.221408764,33.2046220140001,87,1285476812,LUZ PILIPINAS T VELASCO,ANGEL'S TOUCH II,6,138 BELLERIVE DRIVE,,VISTA,SAN DIEGO,92084,760-715-0529,33.204622014055,-117.221408764469,San Diego County
-117.857149131,33.8776084570001,88,1629657440,ANNISSA GEM CARE,ANNISSA GEM CARE,6,825 LILAC DRIVE,,PLACENTIA,Orange,92870,7146466750,33.877608456592,-117.857149130598,Orange County
-118.075630394,33.8940979650001,89,1922619295,ANL FACILITY HOME INC,ANL FACILITY HOME INC,6,12073 HIGHDALE ST,,NORWALK,Los Angeles,90650,5623104871,33.894097965161,-118.075630393846,Los Angeles County
-117.042175176,33.0883378180001,90,1427446335,ANA S OSBORNE AND SCOTT S          ,ANNE'S PLACE II                    ,6,2690 MARY LANE PLACE,,ESCONDIDO           ,San Diego ,92025,7605221989,33.088337817736,-117.042175176107,San Diego County
-118.412354495,34.1856644370001,91,1487350211,ANTHEM SENIOR CARE LLC,ANTHEM SENIOR CARE,6,12813 FRIAR STREET,,NORTH HOLLYWOOD,LOS ANGELES,91606,310-986-4533,34.185664436866,-118.412354494637,Los Angeles County
-121.377871754,38.638270585,92,1043578222,APPLERIDGE ASSISTED LIVING,APPLERIDGE ASSISTED LIVING,82,3950 ANNADALE LANE,,SACRAMENTO,Sacramento,95821,9164896900,38.638270585164,-121.377871754289,Sacramento County
-117.22443547,34.487539686,93,1376315291,APPLE VALLEY RETIREMENT INC,APPLE GARDEN SENIORS,6,12994 RINCON ROAD,,APPLE VALLEY,SAN BERNARDINO,92308,760-240-2600,34.487539685558,-117.224435469706,San Bernardino County
-118.439988875,34.214348064,94,1992453930,ANO ONE FACILITY FOR THE ELDERLY INC,ANO ONE FACILITY FOR THE ELDERLY,6,7907 STANSBURY,,PANORAMA CITY,LOS ANGELES,91402,818-481-3837,34.214348063904,-118.439988875035,Los Angeles County
-118.439988372,34.2142841940001,95,1366190316,ANO TWO FACILITY FOR THE ELDERLY INC,ANO TWO FACILITY FOR THE ELDERLY,6,7905 STANSBURY AVE,,PANORAMA CITY,LOS ANGELES,91402,818-439-1822,34.214284193802,-118.439988372121,Los Angeles County
-121.272659843,38.1435090530001,96,1477855286,COVENANTCARE OF LODI LLC           ,ARBOR PLACE                        ,76,17 LOUIE AVE,,LODI                ,San Joaquin,95240,2093698282,38.143509052761,-121.272659842518,San Joaquin County
-118.066917489,34.134087611,97,1629739453,ARCADIA LIVING LLC,ARCADIA LIVING LLC,130,601 SUNSET BLVD,,ARCADIA,Los Angeles,91007,951-907-9888,34.134087611052,-118.066917489314,Los Angeles County
-122.113867226,37.644836943,98,1790467231,ARCADIAN RESIDENTIAL COMMUNITY CORPORATION,ARCADIAN RESIDENTIAL COMMUNITY,40,24647 MOHR DRIVE,,HAYWARD,ALAMEDA,94545,510-887-8898,37.644836943431,-122.11386722611,Alameda County
-117.180726946,33.906358384,99,1003416371,MUSARRAT KHAN                      ,AQUA BELLA RESIDENTIAL CARE        ,0,14736 WILLOW GROVE PLACE,,MORENO VALLEY       ,Riverside,92555,9092822316,33.906358384484,-117.18072694595,Riverside County
-118.134088469,34.1689956810001,100,1891000360,"ROBSAG, INC                        ",ARBOR VISTA RET HOME               ,69,811 E WASHINGTON ST,,PASADENA            ,Los Angeles,91104,6267977296,34.168995681298,-118.1340884688,Los Angeles County
-118.057133294,34.125759729,101,1801119813,PRIORITY HEALTH SERIVCES           ,ARCADIAN RETIREMENT CENTER         ,120,753 WEST DUARTE RD,,ARCADIA             ,Los Angeles,91007,6264457981,34.125759729243,-118.057133293737,Los Angeles County
-117.403612564,33.946441065,102,1437701307     ,ARLINGTON MANAGEMENT LLC           ,ARLINGTON RIVERSIDE SENIOR         ,0,4609 ARLINGTON AVE,,RIVERSIDE           ,Riverside,92504,9516844401,33.946441064564,-117.40361256404,Riverside County
-117.958953715,33.8066170060001,103,1851838379,ARDENT CARE LLC                    ,ARDENT CARE                        ,27,1665 SOUTH BROOKHURST ST,,ANAHEIM             ,Orange,92804,7143965979,33.806617005638,-117.958953714911,Orange County
-118.461979301,34.2815670300001,104,1720101769,"ARARAT HOME OF LA, INC             ",ARARAT HOME OF LA                  ,130,15105 MISSION HILLS RD,,MISSION HILLS       ,Los Angeles,91345,8183653000,34.281567029786,-118.46197930093,Los Angeles County
-117.972899022,34.0087780330001,105,1396523510,MORE MORE HOME HEALTH INC,ART OF LIVING SILVERTOWN,6,15431 GARO STREET,,HACIENDA HEIGHTS,LOS ANGELES,91745,213-820-3244,34.008778032851,-117.9728990225,Los Angeles County
-118.64466967,34.170004443,106,1588356836,"ASSISTED COMFORT HOME, INC.",ASSISTED COMFORT HOME,6,23731 KILLION STREET,,WOODLAND HILLS,LOS ANGELES,91367,818-800-9970,34.170004443345,-118.644669669981,Los Angeles County
-117.259406698,34.5484661470001,107,1629684659,ARYA SENIOR CARE HOME LLC          ,ARYA SENIOR CARE HOME              ,6,18554 OLALEE WAY,,APPLE VALLEY        ,San Bernardino,92307,6262414585,34.548466147179,-117.259406697591,San Bernardino County
-118.550248872,34.1986534110001,108,1568152379,ASSISTED SENIOR CARE FACILITY INC,ASSISTED SENIOR CARE FACILITY,6,7039 CLAIRE AVE,,RESEDA,LOS ANGELES,91335,818-578-5958,34.198653411213,-118.550248871814,Los Angeles County
-117.681571477,33.5934481090001,109,1730873514,ASPEN VILLA,ASPEN VILLA II,6,25411 CHAMPLAIN ROAD,,LAGUNA HILLS,ORANGE,92653,949-648-9205,33.593448108804,-117.681571476945,Orange County
-122.084285646,37.992255556,110,1871290528,ASTER GARDEN CARE HOME INC,ASTER GARDEN CARE HOME,6,2046 ARNOLD DR,,MARTINEZ,Contra Costa,94553,925-407-7065,37.992255556393,-122.084285645785,Contra Costa County
-117.939704255,33.9298960680001,111,1033861372,ASSURED CARE VILLA INC,ASSURED CARE VILLA,6,561 EAST 2ND AVENUE,,LA HABRA,Orange,90631,5627746297,33.929896067795,-117.939704255173,Orange County
-119.679250242,36.732290092,112,1699310425,ATTENTIVE SENIOR CARE II LLC       ,ATTENTIVE SENIOR CARE II LLC       ,6,6149 E LOWE AVE,,FRESNO              ,Fresno,93727,5595156874,36.732290092265,-119.679250242039,Fresno County
-121.452274724,37.747008781,113,1649951328,"ASTORIA GARDENS TRACY LLC; AGEMARK MANAGEMENT LLC",ASTORIA GARDENS,77,1960 WEST LOWELL,,TRACY,SAN JOAQUIN,95376,209-833-2200,37.747008780831,-121.452274723655,San Joaquin County
-121.321595321,38.658018559,114,1053906990     ,AUGUSTUS ELDER CARE HOME LLC       ,AUGUSTUS ELDER CARE HOME LLC       ,0,5105 SCHUYLER DR,,CARMICHAEL          ,Sacramento,95608,9164364533,38.658018558593,-121.321595321094,Sacramento County
-117.216902653,32.8240363780001,115,1528789534,AVALON PALM CARE INC,AVALON PALM,6,3271 INNUIT AVE,,SAN DIEGO,San Diego,92117,619-756-2279,32.824036377866,-117.216902653322,San Diego County
-119.812145149,36.730741578,116,1295113819,ATTENTIVE SENIOR CARE LLC          ,ATTENTIVE SENIOR CARE LLC          ,6,36 E. TUOLUMNE,,FRESNO              ,Fresno,93706,5594493566,36.730741577563,-119.812145149248,Fresno County
